set_name,card_name,ungraded_price
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Dragonite ex #295,$303.75
Prices for Pokemon Ascended Heroes Pokemon Cards,Lillie's Clefairy Ex #280,$171.87
Prices for Pokemon Ascended Heroes Pokemon Cards,N's Zoroark ex #286,$135.19
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Feraligatr Ex #274,$132.89
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Charizard Y ex #22,$10.50
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Mimikyu #238,$28.96
Prices for Pokemon Ascended Heroes Pokemon Cards,Erika's Tangela #218,$26.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Froslass ex #275,$63.79
Prices for Pokemon Ascended Heroes Pokemon Cards,Booster Bundle,$72.25
Prices for Pokemon Ascended Heroes Pokemon Cards,Marnie's Grimmsnarl ex #287,$85.42
Prices for Pokemon Ascended Heroes Pokemon Cards,Tech Sticker Collection: Charmander,$31.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Hawlucha ex #283,$73.85
Prices for Pokemon Ascended Heroes Pokemon Cards,Budew #221,$12.94
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Froslass ex #265,$14.75
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Diancie ex #267,$12.64
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Emboar ex #273,$56.96
Prices for Pokemon Ascended Heroes Pokemon Cards,Fezandipiti Ex #288,$76.12
Prices for Pokemon Ascended Heroes Pokemon Cards,Steven's Metagross Ex #289,$88.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Marill #232,$14.50
Prices for Pokemon Ascended Heroes Pokemon Cards,Surfer #293,$28.71
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Hawlucha ex #268,$9.96
Prices for Pokemon Ascended Heroes Pokemon Cards,Ethan's Magcargo #222,$9.20
Prices for Pokemon Ascended Heroes Pokemon Cards,Charmander #20,$1.80
Prices for Pokemon Ascended Heroes Pokemon Cards,Carbink #242,$7.28
Prices for Pokemon Ascended Heroes Pokemon Cards,Iono's Bellibolt Ex #279,$71.50
Prices for Pokemon Ascended Heroes Pokemon Cards,Dreepy #247,$14.02
Prices for Pokemon Ascended Heroes Pokemon Cards,Boss's Orders: Corbeau #256,$12.03
Prices for Pokemon Ascended Heroes Pokemon Cards,Cynthia's Spiritomb #244,$15.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Scorbunny #225,$12.56
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Meganium Ex #272,$88.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Iris's Fighting Spirit #292,$34.63
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Dragonite ex #152,$8.50
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Diancie Ex #282,$55.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Salazzle #224,$4.77
Prices for Pokemon Ascended Heroes Pokemon Cards,Banette #234,$12.15
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Eelektross ex #266,$7.87
Prices for Pokemon Ascended Heroes Pokemon Cards,Drakloak #248,$12.44
Prices for Pokemon Ascended Heroes Pokemon Cards,Iono's Wattrel #231,$13.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Mightyena #243,$11.24
Prices for Pokemon Ascended Heroes Pokemon Cards,Togekiss #235,$8.62
Prices for Pokemon Ascended Heroes Pokemon Cards,Canari #291,$45.68
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Scrafty ex #270,$9.81
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Dugtrio #239,$11.28
Prices for Pokemon Ascended Heroes Pokemon Cards,Hitmontop #240,$8.11
Prices for Pokemon Ascended Heroes Pokemon Cards,Canari #257,$8.90
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Scrafty Ex #285,$60.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Larry's Staraptor #249,$5.41
Prices for Pokemon Ascended Heroes Pokemon Cards,Tech Sticker Collection: Gastly,$29.24
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Eelektross Ex #278,$38.77
Prices for Pokemon Ascended Heroes Pokemon Cards,Galarian Obstagoon #245,$5.54
Prices for Pokemon Ascended Heroes Pokemon Cards,Slurpuff #236,$10.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Medicham #241,$9.21
Prices for Pokemon Ascended Heroes Pokemon Cards,Misdreavus #233,$7.98
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Audino ex #253,$4.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Gengar ex #125,$3.43
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Feraligatr ex #43,$4.99
Prices for Pokemon Ascended Heroes Pokemon Cards,Pikachu [Ball] #55,$2.83
Prices for Pokemon Ascended Heroes Pokemon Cards,Mawile #246,$7.45
Prices for Pokemon Ascended Heroes Pokemon Cards,Numel #223,$7.72
Prices for Pokemon Ascended Heroes Pokemon Cards,Premium Poster Collection: Mega Gardevoir,$138.92
Prices for Pokemon Ascended Heroes Pokemon Cards,Premium Poster Collection: Mega Lucario,$113.95
Prices for Pokemon Ascended Heroes Pokemon Cards,Beautifly #219,$7.99
Prices for Pokemon Ascended Heroes Pokemon Cards,Hop's Trevenant #237,$5.59
Prices for Pokemon Ascended Heroes Pokemon Cards,Weavile #228,$8.99
Prices for Pokemon Ascended Heroes Pokemon Cards,First Partners Deluxe Pin Collection,$48.22
Prices for Pokemon Ascended Heroes Pokemon Cards,Pikachu ex #57,$3.46
Prices for Pokemon Ascended Heroes Pokemon Cards,Sprigatito ex #251,$4.91
Prices for Pokemon Ascended Heroes Pokemon Cards,Fan Rotom #250,$7.25
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Meganium ex #10,$5.94
Prices for Pokemon Ascended Heroes Pokemon Cards,Anthea & Concordia #254,$3.75
Prices for Pokemon Ascended Heroes Pokemon Cards,Snorunt #227,$8.06
Prices for Pokemon Ascended Heroes Pokemon Cards,Gastly #123,$0.92
Prices for Pokemon Ascended Heroes Pokemon Cards,Poke Pad #198,$2.13
Prices for Pokemon Ascended Heroes Pokemon Cards,N's PP Up #262,$5.84
Prices for Pokemon Ascended Heroes Pokemon Cards,Vikavolt #230,$4.20
Prices for Pokemon Ascended Heroes Pokemon Cards,Ultra Ball #264,$10.85
Prices for Pokemon Ascended Heroes Pokemon Cards,Heliolisk #229,$3.99
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Froslass ex #47,$5.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Audino ex #172,$3.17
Prices for Pokemon Ascended Heroes Pokemon Cards,Charmander [Ball] #20,$1.38
Prices for Pokemon Ascended Heroes Pokemon Cards,Dustox #220,$5.01
Prices for Pokemon Ascended Heroes Pokemon Cards,Cheren #258,$1.86
Prices for Pokemon Ascended Heroes Pokemon Cards,Charmander [Cosmos Holo] #20,$1.88
Prices for Pokemon Ascended Heroes Pokemon Cards,Black Belt's Training #255,$2.13
Prices for Pokemon Ascended Heroes Pokemon Cards,Lillie's Clefairy ex #76,$1.54
Prices for Pokemon Ascended Heroes Pokemon Cards,Rayquaza [Ball] #153,$1.50
Prices for Pokemon Ascended Heroes Pokemon Cards,Jamming Tower #261,$3.10
Prices for Pokemon Ascended Heroes Pokemon Cards,Larry's Komala #175,$1.10
Prices for Pokemon Ascended Heroes Pokemon Cards,Rayquaza #153,$1.44
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Mewtwo ex #79,$2.75
Prices for Pokemon Ascended Heroes Pokemon Cards,Pikachu #55,$1.44
Prices for Pokemon Ascended Heroes Pokemon Cards,N's Zekrom #155,$1.48
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Emboar ex #31,$2.69
Prices for Pokemon Ascended Heroes Pokemon Cards,Glass Trumpet #260,$1.73
Prices for Pokemon Ascended Heroes Pokemon Cards,Stunfisk ex #252,$2.38
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Lucario ex #113,$1.96
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Gardevoir ex #89,$1.25
Prices for Pokemon Ascended Heroes Pokemon Cards,Psyduck [Ball] #39,$2.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Scrafty ex #135,$2.48
Prices for Pokemon Ascended Heroes Pokemon Cards,Ethan's Ho-Oh ex #26,$1.32
Prices for Pokemon Ascended Heroes Pokemon Cards,N's Zekrom [Ball] #155,$0.91
Prices for Pokemon Ascended Heroes Pokemon Cards,Erika's Tangela #7,$1.23
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Eelektross ex #61,$2.54
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Transceiver #263,$3.79
Prices for Pokemon Ascended Heroes Pokemon Cards,Psyduck #39,$1.23
Prices for Pokemon Ascended Heroes Pokemon Cards,Mega Hawlucha Ex #116,$2.20
Prices for Pokemon Ascended Heroes Pokemon Cards,N's Zoroark ex #137,$1.75
Prices for Pokemon Ascended Heroes Pokemon Cards,Cinderace ex #38,$1.50
Prices for Pokemon Ascended Heroes Pokemon Cards,Terapagos ex #179,$1.70
Prices for Pokemon Ascended Heroes Pokemon Cards,Azumarill ex #84,$2.13
Prices for Pokemon Ascended Heroes Pokemon Cards,Gastly [Cosmos Holo] #123,$1.27
Prices for Pokemon Ascended Heroes Pokemon Cards,Gastly [Ball] #123,$0.25
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Kangaskhan ex #162,$2.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Dragapult ex #160,$2.13
Prices for Pokemon Ascended Heroes Pokemon Cards,Raichu [Ball] #56,$1.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Mini Tin: Pikachu & Tepig,$23.01
Prices for Pokemon Ascended Heroes Pokemon Cards,N's Reshiram [Ball] #154,$0.18
Prices for Pokemon Ascended Heroes Pokemon Cards,Cynthia's Garchomp ex #111,$2.51
Prices for Pokemon Ascended Heroes Pokemon Cards,Rayquaza [Energy] #153,$2.92
Prices for Pokemon Ascended Heroes Pokemon Cards,Fezandipiti Ex #142,$3.93
Prices for Pokemon Ascended Heroes Pokemon Cards,Koraidon ex #121,$1.92
Prices for Pokemon Ascended Heroes Pokemon Cards,Iono's Bellibolt ex #70,$2.13
Prices for Pokemon Ascended Heroes Pokemon Cards,Counter Gain #259,$1.95
Prices for Pokemon Ascended Heroes Pokemon Cards,N's Zekrom [Energy] #155,$1.02
Prices for Pokemon Ascended Heroes Pokemon Cards,Erika's Vileplume ex #3,$1.96
Prices for Pokemon Ascended Heroes Pokemon Cards,Miraidon Ex #73,$1.72
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Honchkrow #127,$2.24
Prices for Pokemon Ascended Heroes Pokemon Cards,Erika's Tangela [Ball] #7,$0.20
Prices for Pokemon Ascended Heroes Pokemon Cards,Charmeleon [Ball] #21,$1.09
Prices for Pokemon Ascended Heroes Pokemon Cards,Voltorb ex #58,$1.03
Prices for Pokemon Ascended Heroes Pokemon Cards,N's Reshiram #154,$1.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Meowth #161,$1.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Larry's Dudunsparce ex #164,$2.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Togekiss [Ball] #82,$0.37
Prices for Pokemon Ascended Heroes Pokemon Cards,Raichu [Energy] #56,$2.89
Prices for Pokemon Ascended Heroes Pokemon Cards,Kingambit [Ball] #148,$0.15
Prices for Pokemon Ascended Heroes Pokemon Cards,Pikachu [Energy] #55,$1.53
Prices for Pokemon Ascended Heroes Pokemon Cards,Dratini [Ball] #150,$0.44
Prices for Pokemon Ascended Heroes Pokemon Cards,Zangoose Ex #167,$2.59
Prices for Pokemon Ascended Heroes Pokemon Cards,Erika's Gloom [Ball] #2,$0.18
Prices for Pokemon Ascended Heroes Pokemon Cards,Groudon #108,$1.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Dragonair #151,$1.09
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Honchkrow [Ball] #127,$1.44
Prices for Pokemon Ascended Heroes Pokemon Cards,Entei #25,$1.28
Prices for Pokemon Ascended Heroes Pokemon Cards,Togedemaru ex #149,$1.32
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Mimikyu #97,$1.41
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Exeggutor #78,$0.84
Prices for Pokemon Ascended Heroes Pokemon Cards,Mini Tin: Clefairy & Chikorita,$23.99
Prices for Pokemon Ascended Heroes Pokemon Cards,Erika's Oddish [Ball] #1,$0.14
Prices for Pokemon Ascended Heroes Pokemon Cards,Registeel ex #145,$1.08
Prices for Pokemon Ascended Heroes Pokemon Cards,Mandibuzz ex #139,$1.16
Prices for Pokemon Ascended Heroes Pokemon Cards,Entei [Ball] #25,$0.79
Prices for Pokemon Ascended Heroes Pokemon Cards,Regirock ex #107,$1.49
Prices for Pokemon Ascended Heroes Pokemon Cards,Regice ex #48,$1.60
Prices for Pokemon Ascended Heroes Pokemon Cards,Erika's Victreebel [Ball] #6,$0.16
Prices for Pokemon Ascended Heroes Pokemon Cards,Stunfisk ex #114,$1.72
Prices for Pokemon Ascended Heroes Pokemon Cards,Terapagos #178,$0.20
Prices for Pokemon Ascended Heroes Pokemon Cards,Dragonair [Ball] #151,$1.18
Prices for Pokemon Ascended Heroes Pokemon Cards,Totodile #41,$1.10
Prices for Pokemon Ascended Heroes Pokemon Cards,Raichu #56,$0.20
Prices for Pokemon Ascended Heroes Pokemon Cards,Groudon [Ball] #108,$0.50
Prices for Pokemon Ascended Heroes Pokemon Cards,Chikorita [Ball] #8,$1.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Iono's Kilowattrel #72,$0.88
Prices for Pokemon Ascended Heroes Pokemon Cards,Scorbunny [Ball] #36,$0.11
Prices for Pokemon Ascended Heroes Pokemon Cards,Ethan's Magcargo #24,$0.20
Prices for Pokemon Ascended Heroes Pokemon Cards,Mini Tin: Togepi & Totodile,$23.32
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Mimikyu [Ball] #97,$0.11
Prices for Pokemon Ascended Heroes Pokemon Cards,Bayleef [Ball] #9,$0.20
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Dugtrio [Reverse Holo] #101,$1.01
Prices for Pokemon Ascended Heroes Pokemon Cards,Hop's Pincurchin ex #68,$1.23
Prices for Pokemon Ascended Heroes Pokemon Cards,Hop's Trevenant #96,$0.99
Prices for Pokemon Ascended Heroes Pokemon Cards,Togekiss #82,$0.58
Prices for Pokemon Ascended Heroes Pokemon Cards,Erika's Oddish #1,$1.17
Prices for Pokemon Ascended Heroes Pokemon Cards,Dratini #150,$0.36
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Spidops #19,$0.76
Prices for Pokemon Ascended Heroes Pokemon Cards,Marill #83,$0.61
Prices for Pokemon Ascended Heroes Pokemon Cards,Iono's Wattrel #71,$0.45
Prices for Pokemon Ascended Heroes Pokemon Cards,Hoopa #141,$0.20
Prices for Pokemon Ascended Heroes Pokemon Cards,Salazzle #35,$0.12
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Meowth [Reverse Holo] #161,$2.00
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Honchkrow [Energy] #127,$2.20
Prices for Pokemon Ascended Heroes Pokemon Cards,Erika's Victreebel #6,$0.42
Prices for Pokemon Ascended Heroes Pokemon Cards,Totodile [Ball] #41,$0.82
Prices for Pokemon Ascended Heroes Pokemon Cards,Anthea & Concordia #182,$0.30
Prices for Pokemon Ascended Heroes Pokemon Cards,Riolu [Ball] #112,$0.25
Prices for Pokemon Ascended Heroes Pokemon Cards,Chikorita #8,$1.57
Prices for Pokemon Ascended Heroes Pokemon Cards,Spectrier [Ball] #98,$0.25
Prices for Pokemon Ascended Heroes Pokemon Cards,Cynthia's Spiritomb #133,$0.40
Prices for Pokemon Ascended Heroes Pokemon Cards,Haunter #124,$0.15
Prices for Pokemon Ascended Heroes Pokemon Cards,Medicham #104,$0.18
Prices for Pokemon Ascended Heroes Pokemon Cards,Drakloak [Ball] #159,$0.31
Prices for Pokemon Ascended Heroes Pokemon Cards,Ethan's Magcargo [Ball] #24,$0.08
Prices for Pokemon Ascended Heroes Pokemon Cards,Skitty [Ball] #165,$1.38
Prices for Pokemon Ascended Heroes Pokemon Cards,Haunter [Ball] #124,$0.10
Prices for Pokemon Ascended Heroes Pokemon Cards,Tapu Koko #67,$0.16
Prices for Pokemon Ascended Heroes Pokemon Cards,Lillie's Determination #192,$1.19
Prices for Pokemon Ascended Heroes Pokemon Cards,Mini Tin: Riolu & Darumaka,$23.90
Prices for Pokemon Ascended Heroes Pokemon Cards,Snorunt [Ball] #46,$1.81
Prices for Pokemon Ascended Heroes Pokemon Cards,Iono's Kilowattrel [Ball] #72,$0.14
Prices for Pokemon Ascended Heroes Pokemon Cards,Snorunt #46,$1.11
Prices for Pokemon Ascended Heroes Pokemon Cards,Charmander [Energy] #20,$1.97
Prices for Pokemon Ascended Heroes Pokemon Cards,Terapagos [Ball] #178,$0.25
Prices for Pokemon Ascended Heroes Pokemon Cards,Mini Tin: Zorua & Cramorant,$22.26
Prices for Pokemon Ascended Heroes Pokemon Cards,Clefairy [Ball] #74,$1.16
Prices for Pokemon Ascended Heroes Pokemon Cards,Lunatone #105,$0.15
Prices for Pokemon Ascended Heroes Pokemon Cards,Charmeleon #21,$0.95
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Diglett #100,$0.19
Prices for Pokemon Ascended Heroes Pokemon Cards,Coalossal #120,$0.12
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Spidops [Reverse Holo] #19,$1.99
Prices for Pokemon Ascended Heroes Pokemon Cards,Golduck [Ball] #40,$0.40
Prices for Pokemon Ascended Heroes Pokemon Cards,Mismagius #86,$0.75
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Diglett [Reverse Holo] #100,$1.41
Prices for Pokemon Ascended Heroes Pokemon Cards,Riolu #112,$0.16
Prices for Pokemon Ascended Heroes Pokemon Cards,N's Vanillish [Ball] #50,$0.12
Prices for Pokemon Ascended Heroes Pokemon Cards,Clefable [Ball] #75,$0.20
Prices for Pokemon Ascended Heroes Pokemon Cards,Croconaw #42,$0.76
Prices for Pokemon Ascended Heroes Pokemon Cards,Kingambit #148,$0.71
Prices for Pokemon Ascended Heroes Pokemon Cards,N's Vanilluxe [Ball] #51,$0.10
Prices for Pokemon Ascended Heroes Pokemon Cards,Larry's Komala [Ball] #175,$0.11
Prices for Pokemon Ascended Heroes Pokemon Cards,Weavile #45,$0.07
Prices for Pokemon Ascended Heroes Pokemon Cards,Ralts [Ball] #87,$0.07
Prices for Pokemon Ascended Heroes Pokemon Cards,Weavile [Ball] #45,$0.18
Prices for Pokemon Ascended Heroes Pokemon Cards,Dragonair [Energy] #151,$2.49
Prices for Pokemon Ascended Heroes Pokemon Cards,Frosmoth [Ball] #53,$0.13
Prices for Pokemon Ascended Heroes Pokemon Cards,Ultra Ball #213,$0.26
Prices for Pokemon Ascended Heroes Pokemon Cards,Budew [Ball] #16,$0.99
Prices for Pokemon Ascended Heroes Pokemon Cards,Erika's Bellsprout [Ball] #4,$0.09
Prices for Pokemon Ascended Heroes Pokemon Cards,Ethan's Slugma #23,$0.08
Prices for Pokemon Ascended Heroes Pokemon Cards,Spectrier #98,$1.07
Prices for Pokemon Ascended Heroes Pokemon Cards,Larry's Staraptor [Ball] #170,$0.07
Prices for Pokemon Ascended Heroes Pokemon Cards,Psyduck [Energy] #39,$1.99
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Exeggcute #77,$0.53
Prices for Pokemon Ascended Heroes Pokemon Cards,Pecharunt #143,$1.36
Prices for Pokemon Ascended Heroes Pokemon Cards,Mawile #144,$0.26
Prices for Pokemon Ascended Heroes Pokemon Cards,Okidogi [Ball] #122,$0.23
Prices for Pokemon Ascended Heroes Pokemon Cards,Numel [Ball] #27,$0.25
Prices for Pokemon Ascended Heroes Pokemon Cards,Togetic [Ball] #81,$0.10
Prices for Pokemon Ascended Heroes Pokemon Cards,Hitmontop [Ball] #102,$0.13
Prices for Pokemon Ascended Heroes Pokemon Cards,Glastrier [Ball] #54,$0.13
Prices for Pokemon Ascended Heroes Pokemon Cards,Helioptile [Ball] #63,$0.06
Prices for Pokemon Ascended Heroes Pokemon Cards,Tapu Koko [Energy] #67,$0.77
Prices for Pokemon Ascended Heroes Pokemon Cards,Skitty #165,$0.69
Prices for Pokemon Ascended Heroes Pokemon Cards,Terapagos [Energy] #178,$0.75
Prices for Pokemon Ascended Heroes Pokemon Cards,N's Darmanitan [Ball] #33,$0.10
Prices for Pokemon Ascended Heroes Pokemon Cards,Delcatty [Ball] #166,$0.34
Prices for Pokemon Ascended Heroes Pokemon Cards,Larry's Staraptor #170,$0.67
Prices for Pokemon Ascended Heroes Pokemon Cards,Fan Rotom [Ball] #171,$0.12
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Tarountula [Reverse Holo] #18,$0.42
Prices for Pokemon Ascended Heroes Pokemon Cards,Tapu Koko [Ball] #67,$0.07
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Tarountula #18,$0.40
Prices for Pokemon Ascended Heroes Pokemon Cards,Mismagius [Ball] #86,$0.25
Prices for Pokemon Ascended Heroes Pokemon Cards,Golduck #40,$0.68
Prices for Pokemon Ascended Heroes Pokemon Cards,Larry's Rufflet [Ball] #173,$0.10
Prices for Pokemon Ascended Heroes Pokemon Cards,Erika's Weepinbell [Ball] #5,$0.11
Prices for Pokemon Ascended Heroes Pokemon Cards,Rotom [Ball] #92,$0.10
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Dugtrio #101,$0.14
Prices for Pokemon Ascended Heroes Pokemon Cards,Prism Energy #216,$0.44
Prices for Pokemon Ascended Heroes Pokemon Cards,Galarian Zigzagoon [Ball] #130,$0.25
Prices for Pokemon Ascended Heroes Pokemon Cards,Dreepy #158,$0.12
Prices for Pokemon Ascended Heroes Pokemon Cards,Cascoon [Ball] #14,$0.11
Prices for Pokemon Ascended Heroes Pokemon Cards,Clefairy #74,$0.28
Prices for Pokemon Ascended Heroes Pokemon Cards,Hop's Trevenant [Energy] #96,$0.24
Prices for Pokemon Ascended Heroes Pokemon Cards,N's PP Up #195,$0.77
Prices for Pokemon Ascended Heroes Pokemon Cards,Fan Rotom #171,$0.08
Prices for Pokemon Ascended Heroes Pokemon Cards,Drampa [Ball] #176,$0.13
Prices for Pokemon Ascended Heroes Pokemon Cards,Iono's Wattrel [Ball] #71,$0.74
Prices for Pokemon Ascended Heroes Pokemon Cards,Rotom #92,$0.11
Prices for Pokemon Ascended Heroes Pokemon Cards,Hop's Trevenant [Ball] #96,$0.18
Prices for Pokemon Ascended Heroes Pokemon Cards,Canari #185,$0.83
Prices for Pokemon Ascended Heroes Pokemon Cards,N's Darmanitan #33,$0.15
Prices for Pokemon Ascended Heroes Pokemon Cards,Entei [Energy] #25,$0.36
Prices for Pokemon Ascended Heroes Pokemon Cards,Clefable #75,$0.17
Prices for Pokemon Ascended Heroes Pokemon Cards,Tepig #29,$0.13
Prices for Pokemon Ascended Heroes Pokemon Cards,Scorbunny #36,$0.20
Prices for Pokemon Ascended Heroes Pokemon Cards,Larry's Braviary [Ball] #174,$0.07
Prices for Pokemon Ascended Heroes Pokemon Cards,Hop's Cramorant [Ball] #177,$0.08
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Energy #217,$0.78
Prices for Pokemon Ascended Heroes Pokemon Cards,Poke Pad [Reverse Holo] #198,$4.99
Prices for Pokemon Ascended Heroes Pokemon Cards,Silcoon [Ball] #12,$0.19
Prices for Pokemon Ascended Heroes Pokemon Cards,Beautifly #13,$0.45
Prices for Pokemon Ascended Heroes Pokemon Cards,Pecharunt [Ball] #143,$0.14
Prices for Pokemon Ascended Heroes Pokemon Cards,Kingambit [Energy] #148,$0.16
Prices for Pokemon Ascended Heroes Pokemon Cards,Erika's Gloom #2,$0.84
Prices for Pokemon Ascended Heroes Pokemon Cards,Wurmple #11,$0.20
Prices for Pokemon Ascended Heroes Pokemon Cards,Marill [Ball] #83,$0.11
Prices for Pokemon Ascended Heroes Pokemon Cards,Dreepy [Ball] #158,$0.14
Prices for Pokemon Ascended Heroes Pokemon Cards,Ethan's Magcargo [Energy] #24,$0.51
Prices for Pokemon Ascended Heroes Pokemon Cards,Wurmple [Ball] #11,$0.66
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Spidops [Energy] #19,$0.11
Prices for Pokemon Ascended Heroes Pokemon Cards,Camerupt [Ball] #28,$0.07
Prices for Pokemon Ascended Heroes Pokemon Cards,Pancham [Ball] #115,$1.07
Prices for Pokemon Ascended Heroes Pokemon Cards,Beautifly [Ball] #13,$0.20
Prices for Pokemon Ascended Heroes Pokemon Cards,Salandit #34,$0.06
Prices for Pokemon Ascended Heroes Pokemon Cards,Bisharp [Ball] #147,$0.10
Prices for Pokemon Ascended Heroes Pokemon Cards,Larry's Staravia [Ball] #169,$0.10
Prices for Pokemon Ascended Heroes Pokemon Cards,Heliolisk [Ball] #64,$0.09
Prices for Pokemon Ascended Heroes Pokemon Cards,Togekiss [Energy] #82,$0.16
Prices for Pokemon Ascended Heroes Pokemon Cards,Carkol [Ball] #119,$0.29
Prices for Pokemon Ascended Heroes Pokemon Cards,Galarian Zigzagoon #130,$0.58
Prices for Pokemon Ascended Heroes Pokemon Cards,Drampa #176,$0.10
Prices for Pokemon Ascended Heroes Pokemon Cards,Snom #52,$0.56
Prices for Pokemon Ascended Heroes Pokemon Cards,Togepi #80,$0.09
Prices for Pokemon Ascended Heroes Pokemon Cards,Sneasel [Ball] #44,$0.11
Prices for Pokemon Ascended Heroes Pokemon Cards,Glastrier #54,$0.31
Prices for Pokemon Ascended Heroes Pokemon Cards,Vikavolt [Ball] #66,$0.07
Prices for Pokemon Ascended Heroes Pokemon Cards,Slurpuff [Ball] #94,$0.95
Prices for Pokemon Ascended Heroes Pokemon Cards,Cynthia's Gabite [Ball] #110,$0.13
Prices for Pokemon Ascended Heroes Pokemon Cards,Raboot [Ball] #37,$0.32
Prices for Pokemon Ascended Heroes Pokemon Cards,Okidogi #122,$0.22
Prices for Pokemon Ascended Heroes Pokemon Cards,Delcatty #166,$0.08
Prices for Pokemon Ascended Heroes Pokemon Cards,Night Stretcher #196,$0.95
Prices for Pokemon Ascended Heroes Pokemon Cards,Iono's Kilowattrel [Energy] #72,$0.16
Prices for Pokemon Ascended Heroes Pokemon Cards,Munkidori [Ball] #99,$0.37
Prices for Pokemon Ascended Heroes Pokemon Cards,Cynthia's Gabite #110,$0.64
Prices for Pokemon Ascended Heroes Pokemon Cards,Team Rocket's Transceiver #209,$0.23
Prices for Pokemon Ascended Heroes Pokemon Cards,Snom [Ball] #52,$0.60
Prices for Pokemon Ascended Heroes Pokemon Cards,Kirlia #88,$0.36
Prices for Pokemon Ascended Heroes Pokemon Cards,Slurpuff #94,$0.15
Prices for Pokemon Ascended Heroes Pokemon Cards,Hoopa [Energy] #141,$0.83
Prices for Pokemon Ascended Heroes Pokemon Cards,Erika's Bellsprout #4,$0.56
Prices for Pokemon Ascended Heroes Pokemon Cards,Stunfisk [Ball] #62,$0.23
Prices for Pokemon Ascended Heroes Pokemon Cards,Larry's Dunsparce [Ball] #163,$0.12
Prices for Pokemon Ascended Heroes Pokemon Cards,Dustox #15,$0.18
