set_name,card_name,ungraded_price
Prices for Pokemon White Flare Pokemon Cards,Oshawott [Poster Holo] #21,$1.62
Prices for Pokemon White Flare Pokemon Cards,Virizion [Master Ball] #10,$8.25
Prices for Pokemon White Flare Pokemon Cards,Zoroark [Master Ball] #62,$7.25
Prices for Pokemon White Flare Pokemon Cards,Oshawott [Master Ball] #21,$2.90
Prices for Pokemon White Flare Pokemon Cards,Hilda #84,$1.82
Prices for Pokemon White Flare Pokemon Cards,Tech Sticker Collection,$22.32
Prices for Pokemon White Flare Pokemon Cards,Samurott [Master Ball] #23,$10.96
Prices for Pokemon White Flare Pokemon Cards,Zoroark [Poke Ball] #62,$0.83
Prices for Pokemon White Flare Pokemon Cards,Joltik [Poke Ball] #33,$0.50
Prices for Pokemon White Flare Pokemon Cards,Ducklett [Poke Ball] #25,$0.36
Prices for Pokemon White Flare Pokemon Cards,Scraggy [Master Ball] #57,$2.99
Prices for Pokemon White Flare Pokemon Cards,Purrloin [Poke Ball] #55,$0.46
Prices for Pokemon White Flare Pokemon Cards,Zoroark [Reverse] #62,$0.25
Prices for Pokemon White Flare Pokemon Cards,Hilda [Poke Ball] #84,$3.14
Prices for Pokemon White Flare Pokemon Cards,Pansear [Poke Ball] #14,$0.25
Prices for Pokemon White Flare Pokemon Cards,Zorua [Master Ball] #61,$3.38
Prices for Pokemon White Flare Pokemon Cards,Gothita [Poke Ball] #41,$0.26
Prices for Pokemon White Flare Pokemon Cards,Samurott [Poke Ball] #23,$0.55
Prices for Pokemon White Flare Pokemon Cards,Brave Bangle [Poke Ball] #80,$1.70
Prices for Pokemon White Flare Pokemon Cards,Ignition Energy [Poke Ball] #86,$0.98
Prices for Pokemon White Flare Pokemon Cards,Tepig #11,$0.40
Prices for Pokemon White Flare Pokemon Cards,Tepig [Master Ball] #11,$2.99
Prices for Pokemon White Flare Pokemon Cards,Scraggy [Poke Ball] #57,$0.45
Prices for Pokemon White Flare Pokemon Cards,Ignition Energy [Reverse] #86,$1.05
Prices for Pokemon White Flare Pokemon Cards,Chandelure [Master Ball] #18,$9.74
Prices for Pokemon White Flare Pokemon Cards,Blitzle [Poke Ball] #31,$0.22
Prices for Pokemon White Flare Pokemon Cards,Samurott [Reverse] #23,$0.18
Prices for Pokemon White Flare Pokemon Cards,Joltik [Master Ball] #33,$5.55
Prices for Pokemon White Flare Pokemon Cards,Deerling [Poke Ball] #6,$0.31
Prices for Pokemon White Flare Pokemon Cards,Lillipup [Poke Ball] #74,$0.35
Prices for Pokemon White Flare Pokemon Cards,Ferroseed [Poke Ball] #68,$0.35
Prices for Pokemon White Flare Pokemon Cards,Vanillite [Poke Ball] #27,$0.31
Prices for Pokemon White Flare Pokemon Cards,Blitzle [Master Ball] #31,$2.75
Prices for Pokemon White Flare Pokemon Cards,Shelmet [Poke Ball] #8,$0.25
Prices for Pokemon White Flare Pokemon Cards,Deerling [Master Ball] #6,$2.42
Prices for Pokemon White Flare Pokemon Cards,Gothitelle [Reverse] #43,$0.25
Prices for Pokemon White Flare Pokemon Cards,Mienfoo [Poke Ball] #52,$0.25
Prices for Pokemon White Flare Pokemon Cards,Pignite [Poke Ball] #12,$0.35
Prices for Pokemon White Flare Pokemon Cards,Trubbish [Master Ball] #59,$2.00
Prices for Pokemon White Flare Pokemon Cards,Gothitelle [Master Ball] #43,$5.26
Prices for Pokemon White Flare Pokemon Cards,Archeops [Reverse] #51,$0.63
Prices for Pokemon White Flare Pokemon Cards,Emboar [Reverse] #13,$0.18
Prices for Pokemon White Flare Pokemon Cards,Chandelure [Reverse] #18,$1.99
Prices for Pokemon White Flare Pokemon Cards,Woobat [Poke Ball] #36,$0.35
Prices for Pokemon White Flare Pokemon Cards,Cottonee [Master Ball] #4,$2.76
Prices for Pokemon White Flare Pokemon Cards,Roggenrola [Poke Ball] #46,$0.36
Prices for Pokemon White Flare Pokemon Cards,Yamask [Poke Ball] #39,$0.25
Prices for Pokemon White Flare Pokemon Cards,Archeops [Poke Ball] #51,$0.43
Prices for Pokemon White Flare Pokemon Cards,Cheren [Poke Ball] #81,$1.95
Prices for Pokemon White Flare Pokemon Cards,Frillish [Poke Ball] #44,$0.45
Prices for Pokemon White Flare Pokemon Cards,Trubbish [Poke Ball] #59,$0.51
Prices for Pokemon White Flare Pokemon Cards,Cottonee [Poke Ball] #4,$0.25
Prices for Pokemon White Flare Pokemon Cards,Woobat [Master Ball] #36,$1.68
Prices for Pokemon White Flare Pokemon Cards,Cofagrigus [Master Ball] #40,$9.79
Prices for Pokemon White Flare Pokemon Cards,Harlequin [Poke Ball] #83,$0.37
Prices for Pokemon White Flare Pokemon Cards,Oshawott [Poke Ball] #21,$0.77
Prices for Pokemon White Flare Pokemon Cards,Chandelure [Poke Ball] #18,$1.99
Prices for Pokemon White Flare Pokemon Cards,Sewaddle [Poke Ball] #1,$0.38
Prices for Pokemon White Flare Pokemon Cards,Stoutland [Master Ball] #76,$4.73
Prices for Pokemon White Flare Pokemon Cards,Litwick [Master Ball] #16,$3.02
Prices for Pokemon White Flare Pokemon Cards,Purrloin [Master Ball] #55,$1.48
Prices for Pokemon White Flare Pokemon Cards,Patrat [Master Ball] #72,$2.06
Prices for Pokemon White Flare Pokemon Cards,Antique Plume Fossil [Poke Ball] #79,$1.45
Prices for Pokemon White Flare Pokemon Cards,Sewaddle [Master Ball] #1,$2.70
Prices for Pokemon White Flare Pokemon Cards,Zorua [Poke Ball] #61,$0.81
Prices for Pokemon White Flare Pokemon Cards,Sawsbuck [Poke Ball] #7,$0.72
Prices for Pokemon White Flare Pokemon Cards,Gothita [Master Ball] #41,$3.00
Prices for Pokemon White Flare Pokemon Cards,Gothorita [Master Ball] #42,$8.50
Prices for Pokemon White Flare Pokemon Cards,Tornadus [Master Ball] #78,$5.79
Prices for Pokemon White Flare Pokemon Cards,Deino [Master Ball] #65,$4.14
Prices for Pokemon White Flare Pokemon Cards,Leavanny [Poke Ball] #3,$0.50
Prices for Pokemon White Flare Pokemon Cards,Shelmet [Master Ball] #8,$2.25
Prices for Pokemon White Flare Pokemon Cards,Vanillite [Master Ball] #27,$2.25
Prices for Pokemon White Flare Pokemon Cards,Archeops [Master Ball] #51,$4.04
Prices for Pokemon White Flare Pokemon Cards,Tornadus [Reverse] #78,$0.18
Prices for Pokemon White Flare Pokemon Cards,Yamask [Master Ball] #39,$1.99
Prices for Pokemon White Flare Pokemon Cards,Sawsbuck [Master Ball] #7,$4.99
Prices for Pokemon White Flare Pokemon Cards,Sawk [Poke Ball] #49,$0.45
Prices for Pokemon White Flare Pokemon Cards,Garbodor [Poke Ball] #60,$0.52
Prices for Pokemon White Flare Pokemon Cards,Roggenrola [Master Ball] #46,$2.25
Prices for Pokemon White Flare Pokemon Cards,Watchog [Poke Ball] #73,$0.47
Prices for Pokemon White Flare Pokemon Cards,Dewott [Poke Ball] #22,$0.50
Prices for Pokemon White Flare Pokemon Cards,Emboar [Master Ball] #13,$4.01
Prices for Pokemon White Flare Pokemon Cards,Terrakion [Master Ball] #54,$7.52
Prices for Pokemon White Flare Pokemon Cards,Zweilous [Poke Ball] #66,$0.55
Prices for Pokemon White Flare Pokemon Cards,Tornadus [Poke Ball] #78,$0.49
Prices for Pokemon White Flare Pokemon Cards,Emboar [Poke Ball] #13,$0.55
Prices for Pokemon White Flare Pokemon Cards,Druddigon [Master Ball] #71,$7.56
Prices for Pokemon White Flare Pokemon Cards,Virizion [Reverse] #10,$0.21
Prices for Pokemon White Flare Pokemon Cards,Dewott [Master Ball] #22,$2.57
Prices for Pokemon White Flare Pokemon Cards,Frillish [Master Ball] #44,$3.83
Prices for Pokemon White Flare Pokemon Cards,Virizion [Poke Ball] #10,$0.79
Prices for Pokemon White Flare Pokemon Cards,Gothitelle [Poke Ball] #43,$0.56
Prices for Pokemon White Flare Pokemon Cards,Mienfoo [Master Ball] #52,$1.97
Prices for Pokemon White Flare Pokemon Cards,Ferroseed [Master Ball] #68,$1.25
Prices for Pokemon White Flare Pokemon Cards,Scrafty [Poke Ball] #58,$0.49
Prices for Pokemon White Flare Pokemon Cards,Litwick [Poke Ball] #16,$1.71
Prices for Pokemon White Flare Pokemon Cards,Ducklett [Master Ball] #25,$2.49
Prices for Pokemon White Flare Pokemon Cards,Mandibuzz [Poke Ball] #64,$0.54
Prices for Pokemon White Flare Pokemon Cards,Galvantula [Master Ball] #34,$7.46
Prices for Pokemon White Flare Pokemon Cards,Terrakion [Reverse] #54,$0.15
Prices for Pokemon White Flare Pokemon Cards,Tepig [Poke Ball] #11,$0.57
Prices for Pokemon White Flare Pokemon Cards,Swanna [Poke Ball] #26,$0.47
Prices for Pokemon White Flare Pokemon Cards,Mienshao [Master Ball] #53,$4.00
Prices for Pokemon White Flare Pokemon Cards,Hilda [Reverse] #84,$2.00
Prices for Pokemon White Flare Pokemon Cards,Druddigon #71,$0.25
Prices for Pokemon White Flare Pokemon Cards,Swoobat [Poke Ball] #37,$0.61
Prices for Pokemon White Flare Pokemon Cards,Vanilluxe [Master Ball] #29,$3.25
Prices for Pokemon White Flare Pokemon Cards,Archen [Master Ball] #50,$5.00
Prices for Pokemon White Flare Pokemon Cards,Ferrothorn [Poke Ball] #69,$0.76
Prices for Pokemon White Flare Pokemon Cards,Stoutland [Poke Ball] #76,$0.54
Prices for Pokemon White Flare Pokemon Cards,Basculin [Master Ball] #24,$2.03
Prices for Pokemon White Flare Pokemon Cards,Vanillish [Poke Ball] #28,$0.62
Prices for Pokemon White Flare Pokemon Cards,Sigilyph [Poke Ball] #38,$1.69
Prices for Pokemon White Flare Pokemon Cards,Cofagrigus [Poke Ball] #40,$0.35
Prices for Pokemon White Flare Pokemon Cards,Boldore [Poke Ball] #47,$0.39
Prices for Pokemon White Flare Pokemon Cards,Druddigon [Poke Ball] #71,$0.48
Prices for Pokemon White Flare Pokemon Cards,Energy Retrieval [Poke Ball] #82,$0.99
Prices for Pokemon White Flare Pokemon Cards,Zebstrika [Poke Ball] #32,$0.48
Prices for Pokemon White Flare Pokemon Cards,Herdier [Master Ball] #75,$2.98
Prices for Pokemon White Flare Pokemon Cards,Brave Bangle #80,$0.69
Prices for Pokemon White Flare Pokemon Cards,Galvantula [Poke Ball] #34,$0.56
Prices for Pokemon White Flare Pokemon Cards,Deino [Poke Ball] #65,$0.80
Prices for Pokemon White Flare Pokemon Cards,Swanna [Master Ball] #26,$5.00
Prices for Pokemon White Flare Pokemon Cards,Vanilluxe [Poke Ball] #29,$0.46
Prices for Pokemon White Flare Pokemon Cards,Zebstrika [Master Ball] #32,$5.00
Prices for Pokemon White Flare Pokemon Cards,Scrafty [Master Ball] #58,$5.00
Prices for Pokemon White Flare Pokemon Cards,Mandibuzz [Master Ball] #64,$5.15
Prices for Pokemon White Flare Pokemon Cards,Sigilyph [Master Ball] #38,$6.90
Prices for Pokemon White Flare Pokemon Cards,Vanillish [Master Ball] #28,$3.95
Prices for Pokemon White Flare Pokemon Cards,Durant [Poke Ball] #70,$0.50
Prices for Pokemon White Flare Pokemon Cards,Swadloon [Poke Ball] #2,$0.50
Prices for Pokemon White Flare Pokemon Cards,Heatmor [Poke Ball] #19,$1.51
Prices for Pokemon White Flare Pokemon Cards,Gothorita [Poke Ball] #42,$0.51
Prices for Pokemon White Flare Pokemon Cards,Gigalith [Master Ball] #48,$1.01
Prices for Pokemon White Flare Pokemon Cards,Archen [Poke Ball] #50,$0.42
Prices for Pokemon White Flare Pokemon Cards,Lampent [Poke Ball] #17,$1.92
Prices for Pokemon White Flare Pokemon Cards,Ferrothorn [Master Ball] #69,$1.84
Prices for Pokemon White Flare Pokemon Cards,Accelgor [Master Ball] #9,$2.53
Prices for Pokemon White Flare Pokemon Cards,Gigalith [Poke Ball] #48,$0.49
Prices for Pokemon White Flare Pokemon Cards,Harlequin #83,$0.26
Prices for Pokemon White Flare Pokemon Cards,Herdier [Poke Ball] #75,$0.89
Prices for Pokemon White Flare Pokemon Cards,Cofagrigus [Reverse] #40,$0.14
Prices for Pokemon White Flare Pokemon Cards,Mienshao [Poke Ball] #53,$0.50
Prices for Pokemon White Flare Pokemon Cards,Simisear [Master Ball] #15,$3.35
Prices for Pokemon White Flare Pokemon Cards,Oshawott [Reverse] #21,$0.40
Prices for Pokemon White Flare Pokemon Cards,Stunfisk [Master Ball] #35,$5.03
Prices for Pokemon White Flare Pokemon Cards,Sawk [Master Ball] #49,$4.99
Prices for Pokemon White Flare Pokemon Cards,Tool Scrapper [Poke Ball] #85,$1.13
Prices for Pokemon White Flare Pokemon Cards,Accelgor [Poke Ball] #9,$0.50
Prices for Pokemon White Flare Pokemon Cards,Basculin [Poke Ball] #24,$0.47
Prices for Pokemon White Flare Pokemon Cards,Liepard [Poke Ball] #56,$0.57
Prices for Pokemon White Flare Pokemon Cards,Swoobat [Master Ball] #37,$2.13
Prices for Pokemon White Flare Pokemon Cards,Mandibuzz #64,$0.09
Prices for Pokemon White Flare Pokemon Cards,Antique Plume Fossil [Reverse] #79,$0.05
Prices for Pokemon White Flare Pokemon Cards,Terrakion [Poke Ball] #54,$0.50
Prices for Pokemon White Flare Pokemon Cards,Vullaby [Reverse] #63,$0.08
Prices for Pokemon White Flare Pokemon Cards,Zweilous [Master Ball] #66,$5.25
Prices for Pokemon White Flare Pokemon Cards,Watchog [Master Ball] #73,$3.39
Prices for Pokemon White Flare Pokemon Cards,Leavanny [Master Ball] #3,$10.01
Prices for Pokemon White Flare Pokemon Cards,Stunfisk [Poke Ball] #35,$0.35
Prices for Pokemon White Flare Pokemon Cards,Patrat [Poke Ball] #72,$0.60
Prices for Pokemon White Flare Pokemon Cards,Vullaby [Poke Ball] #63,$0.47
Prices for Pokemon White Flare Pokemon Cards,Durant #70,$0.26
Prices for Pokemon White Flare Pokemon Cards,Frillish #44,$0.60
Prices for Pokemon White Flare Pokemon Cards,Boldore [Master Ball] #47,$4.17
Prices for Pokemon White Flare Pokemon Cards,Mienfoo [Reverse] #52,$0.12
Prices for Pokemon White Flare Pokemon Cards,Stoutland #76,$0.25
Prices for Pokemon White Flare Pokemon Cards,Gothorita #42,$0.19
Prices for Pokemon White Flare Pokemon Cards,Lillipup [Reverse] #74,$0.15
Prices for Pokemon White Flare Pokemon Cards,Pignite [Reverse] #12,$0.19
Prices for Pokemon White Flare Pokemon Cards,Liepard [Master Ball] #56,$3.60
Prices for Pokemon White Flare Pokemon Cards,Tepig [Reverse] #11,$0.25
Prices for Pokemon White Flare Pokemon Cards,Pignite [Master Ball] #12,$6.50
Prices for Pokemon White Flare Pokemon Cards,Galvantula #34,$0.20
Prices for Pokemon White Flare Pokemon Cards,Garbodor [Master Ball] #60,$4.50
Prices for Pokemon White Flare Pokemon Cards,Swadloon [Master Ball] #2,$28.12
Prices for Pokemon White Flare Pokemon Cards,Simisear [Poke Ball] #15,$0.34
Prices for Pokemon White Flare Pokemon Cards,Lampent [Reverse] #17,$1.91
Prices for Pokemon White Flare Pokemon Cards,Durant [Master Ball] #70,$5.76
Prices for Pokemon White Flare Pokemon Cards,Antique Plume Fossil #79,$0.14
Prices for Pokemon White Flare Pokemon Cards,Vanillite #27,$0.10
Prices for Pokemon White Flare Pokemon Cards,Gigalith #48,$0.47
Prices for Pokemon White Flare Pokemon Cards,Scrafty #58,$0.25
Prices for Pokemon White Flare Pokemon Cards,Zweilous #66,$0.09
Prices for Pokemon White Flare Pokemon Cards,Liepard [Reverse] #56,$0.23
Prices for Pokemon White Flare Pokemon Cards,Trubbish [Reverse] #59,$0.70
Prices for Pokemon White Flare Pokemon Cards,Archen #50,$0.32
Prices for Pokemon White Flare Pokemon Cards,Heatmor [Master Ball] #19,$3.80
Prices for Pokemon White Flare Pokemon Cards,Scraggy #57,$0.13
Prices for Pokemon White Flare Pokemon Cards,Zorua #61,$0.14
Prices for Pokemon White Flare Pokemon Cards,Sewaddle #1,$0.22
Prices for Pokemon White Flare Pokemon Cards,Ducklett [Reverse] #25,$0.31
Prices for Pokemon White Flare Pokemon Cards,Zebstrika #32,$0.14
Prices for Pokemon White Flare Pokemon Cards,Lampent [Master Ball] #17,$4.49
Prices for Pokemon White Flare Pokemon Cards,Harlequin [Reverse] #83,$0.15
Prices for Pokemon White Flare Pokemon Cards,Heatmor #19,$0.16
Prices for Pokemon White Flare Pokemon Cards,Joltik [Reverse] #33,$0.24
Prices for Pokemon White Flare Pokemon Cards,Durant [Reverse] #70,$0.25
Prices for Pokemon White Flare Pokemon Cards,Patrat [Reverse] #72,$0.07
Prices for Pokemon White Flare Pokemon Cards,Gothita #41,$0.31
Prices for Pokemon White Flare Pokemon Cards,Gothita [Reverse] #41,$0.20
Prices for Pokemon White Flare Pokemon Cards,Frillish [Reverse] #44,$0.40
Prices for Pokemon White Flare Pokemon Cards,Cheren [Reverse] #81,$0.15
Prices for Pokemon White Flare Pokemon Cards,Deerling [Reverse] #6,$0.25
Prices for Pokemon White Flare Pokemon Cards,Pansear #14,$0.18
Prices for Pokemon White Flare Pokemon Cards,Garbodor #60,$0.17
Prices for Pokemon White Flare Pokemon Cards,Vullaby #63,$0.10
Prices for Pokemon White Flare Pokemon Cards,Cottonee [Reverse] #4,$0.16
Prices for Pokemon White Flare Pokemon Cards,Dewott [Reverse] #22,$0.25
Prices for Pokemon White Flare Pokemon Cards,Vanillish [Reverse] #28,$0.25
Prices for Pokemon White Flare Pokemon Cards,Pignite #12,$0.11
Prices for Pokemon White Flare Pokemon Cards,Pansear [Reverse] #14,$0.11
Prices for Pokemon White Flare Pokemon Cards,Litwick [Reverse] #16,$0.15
Prices for Pokemon White Flare Pokemon Cards,Swanna #26,$0.10
Prices for Pokemon White Flare Pokemon Cards,Scraggy [Reverse] #57,$0.27
Prices for Pokemon White Flare Pokemon Cards,Watchog [Reverse] #73,$0.29
Prices for Pokemon White Flare Pokemon Cards,Leavanny #3,$0.15
Prices for Pokemon White Flare Pokemon Cards,Vanillite [Reverse] #27,$0.10
Prices for Pokemon White Flare Pokemon Cards,Woobat [Reverse] #36,$0.18
Prices for Pokemon White Flare Pokemon Cards,Deino #65,$0.23
Prices for Pokemon White Flare Pokemon Cards,Swadloon [Reverse] #2,$0.09
Prices for Pokemon White Flare Pokemon Cards,Lampent #17,$0.17
Prices for Pokemon White Flare Pokemon Cards,Basculin [Reverse] #24,$0.10
Prices for Pokemon White Flare Pokemon Cards,Gothorita [Reverse] #42,$0.14
Prices for Pokemon White Flare Pokemon Cards,Ferroseed #68,$0.09
Prices for Pokemon White Flare Pokemon Cards,Blitzle #31,$0.09
Prices for Pokemon White Flare Pokemon Cards,Joltik #33,$0.12
Prices for Pokemon White Flare Pokemon Cards,Zorua [Reverse] #61,$0.24
Prices for Pokemon White Flare Pokemon Cards,Watchog #73,$0.10
Prices for Pokemon White Flare Pokemon Cards,Pansear [Master Ball] #14,$2.25
Prices for Pokemon White Flare Pokemon Cards,Cheren #81,$0.16
Prices for Pokemon White Flare Pokemon Cards,Sewaddle [Reverse] #1,$0.17
Prices for Pokemon White Flare Pokemon Cards,Swadloon #2,$0.19
Prices for Pokemon White Flare Pokemon Cards,Cottonee #4,$0.16
Prices for Pokemon White Flare Pokemon Cards,Sawsbuck #7,$0.21
Prices for Pokemon White Flare Pokemon Cards,Sigilyph [Reverse] #38,$1.59
Prices for Pokemon White Flare Pokemon Cards,Mienshao #53,$0.19
Prices for Pokemon White Flare Pokemon Cards,Heatmor [Reverse] #19,$0.99
Prices for Pokemon White Flare Pokemon Cards,Dewott #22,$0.18
Prices for Pokemon White Flare Pokemon Cards,Vanilluxe #29,$0.17
Prices for Pokemon White Flare Pokemon Cards,Boldore [Reverse] #47,$0.09
Prices for Pokemon White Flare Pokemon Cards,Boldore #47,$0.11
Prices for Pokemon White Flare Pokemon Cards,Liepard #56,$0.29
Prices for Pokemon White Flare Pokemon Cards,Blitzle [Reverse] #31,$0.23
Prices for Pokemon White Flare Pokemon Cards,Roggenrola [Reverse] #46,$0.06
Prices for Pokemon White Flare Pokemon Cards,Yamask [Reverse] #39,$0.16
Prices for Pokemon White Flare Pokemon Cards,Herdier #75,$0.10
Prices for Pokemon White Flare Pokemon Cards,Shelmet #8,$0.07
Prices for Pokemon White Flare Pokemon Cards,Sigilyph #38,$0.13
Prices for Pokemon White Flare Pokemon Cards,Patrat #72,$0.24
Prices for Pokemon White Flare Pokemon Cards,Tool Scrapper [Reverse] #85,$0.39
Prices for Pokemon White Flare Pokemon Cards,Vanillish #28,$0.14
Prices for Pokemon White Flare Pokemon Cards,Sawk [Reverse] #49,$0.10
Prices for Pokemon White Flare Pokemon Cards,Purrloin #55,$0.20
Prices for Pokemon White Flare Pokemon Cards,Tool Scrapper #85,$0.40
Prices for Pokemon White Flare Pokemon Cards,Basculin #24,$0.07
Prices for Pokemon White Flare Pokemon Cards,Ferrothorn [Reverse] #69,$0.18
Prices for Pokemon White Flare Pokemon Cards,Brave Bangle [Reverse] #80,$0.67
Prices for Pokemon White Flare Pokemon Cards,Leavanny [Reverse] #3,$0.12
Prices for Pokemon White Flare Pokemon Cards,Sawsbuck [Reverse] #7,$0.21
Prices for Pokemon White Flare Pokemon Cards,Archen [Reverse] #50,$0.25
Prices for Pokemon White Flare Pokemon Cards,Simisear #15,$0.18
Prices for Pokemon White Flare Pokemon Cards,Ducklett #25,$0.13
Prices for Pokemon White Flare Pokemon Cards,Woobat #36,$0.11
Prices for Pokemon White Flare Pokemon Cards,Yamask #39,$0.05
Prices for Pokemon White Flare Pokemon Cards,Vullaby [Master Ball] #63,$3.00
Prices for Pokemon White Flare Pokemon Cards,Energy Retrieval #82,$0.20
Prices for Pokemon White Flare Pokemon Cards,Swoobat #37,$0.13
Prices for Pokemon White Flare Pokemon Cards,Zweilous [Reverse] #66,$0.15
Prices for Pokemon White Flare Pokemon Cards,Lillipup #74,$0.25
Prices for Pokemon White Flare Pokemon Cards,Herdier [Reverse] #75,$0.13
Prices for Pokemon White Flare Pokemon Cards,Mienfoo #52,$0.09
Prices for Pokemon White Flare Pokemon Cards,Ferrothorn #69,$0.12
Prices for Pokemon White Flare Pokemon Cards,Energy Retrieval [Reverse] #82,$0.21
Prices for Pokemon White Flare Pokemon Cards,Accelgor #9,$0.07
Prices for Pokemon White Flare Pokemon Cards,Garbodor [Reverse] #60,$0.22
Prices for Pokemon White Flare Pokemon Cards,Shelmet [Reverse] #8,$0.16
Prices for Pokemon White Flare Pokemon Cards,Accelgor [Reverse] #9,$0.46
Prices for Pokemon White Flare Pokemon Cards,Swanna [Reverse] #26,$0.12
Prices for Pokemon White Flare Pokemon Cards,Mienshao [Reverse] #53,$0.17
Prices for Pokemon White Flare Pokemon Cards,Vanilluxe [Reverse] #29,$0.39
Prices for Pokemon White Flare Pokemon Cards,Roggenrola #46,$0.08
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Mewtwo ex #231,$502.29
Prices for Pokemon Destined Rivals Pokemon Cards,Misty's Psyduck #193,$55.00
Prices for Pokemon Destined Rivals Pokemon Cards,Cynthia's Garchomp ex #232,$199.30
Prices for Pokemon Destined Rivals Pokemon Cards,Ethan's Ho-Oh ex #230,$148.60
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Moltres ex #229,$91.31
Prices for Pokemon Destined Rivals Pokemon Cards,Ethan's Typhlosion #190,$21.38
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Mewtwo ex #213,$19.00
Prices for Pokemon Destined Rivals Pokemon Cards,Misty's Lapras #194,$24.87
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Nidoking ex #233,$90.58
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Meowth #203,$21.50
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Mewtwo ex #240,$53.22
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Houndoom #191,$12.66
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Crobat ex #234,$62.49
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Moltres ex [Stamped] #229,$74.54
Prices for Pokemon Destined Rivals Pokemon Cards,Cynthia's Roserade #184,$11.00
Prices for Pokemon Destined Rivals Pokemon Cards,Blaziken #192,$9.23
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Mewtwo Ex #81,$2.57
Prices for Pokemon Destined Rivals Pokemon Cards,Cynthia's Garchomp ex #241,$30.00
Prices for Pokemon Destined Rivals Pokemon Cards,Rapidash #189,$6.50
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Moltres ex #208,$8.51
Prices for Pokemon Destined Rivals Pokemon Cards,Ethan's Adventure #236,$35.09
Prices for Pokemon Destined Rivals Pokemon Cards,Kangaskhan #204,$8.03
Prices for Pokemon Destined Rivals Pokemon Cards,Zamazenta #201,$4.64
Prices for Pokemon Destined Rivals Pokemon Cards,Cynthia's Garchomp ex #215,$5.58
Prices for Pokemon Destined Rivals Pokemon Cards,Ethan's Ho-Oh ex #209,$5.90
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Weezing #199,$6.87
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Murkrow #200,$8.75
Prices for Pokemon Destined Rivals Pokemon Cards,Ethan's Ho-Oh ex #239,$25.73
Prices for Pokemon Destined Rivals Pokemon Cards,Shaymin #185,$8.11
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Persian ex #219,$4.36
Prices for Pokemon Destined Rivals Pokemon Cards,Rotom #197,$3.60
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Articuno #51,$1.66
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Raticate #202,$5.99
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Zapdos #70,$1.50
Prices for Pokemon Destined Rivals Pokemon Cards,Misty's Gyarados #49,$1.77
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Giovanni #238,$31.67
Prices for Pokemon Destined Rivals Pokemon Cards,Booster Bundle,$53.35
Prices for Pokemon Destined Rivals Pokemon Cards,Hydrapple #188,$3.44
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Nidoking ex #216,$4.56
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Spidops #187,$6.39
Prices for Pokemon Destined Rivals Pokemon Cards,Arven's Mabosstiff ex #235,$26.44
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Tyranitar #96,$0.65
Prices for Pokemon Destined Rivals Pokemon Cards,Arven's Greedent #205,$3.43
Prices for Pokemon Destined Rivals Pokemon Cards,Clamperl #195,$3.00
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Orbeetle #198,$3.13
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Moltres Ex #31,$1.09
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Persian ex #150,$1.32
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Giovanni #225,$8.00
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Ariana #237,$25.99
Prices for Pokemon Destined Rivals Pokemon Cards,Ethan's Ho-Oh ex #39,$2.09
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Crobat ex #217,$4.20
Prices for Pokemon Destined Rivals Pokemon Cards,Steven's Metagross ex #145,$1.39
Prices for Pokemon Destined Rivals Pokemon Cards,Marnie's Grimmsnarl ex #136,$1.43
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Crobat ex #122,$1.17
Prices for Pokemon Destined Rivals Pokemon Cards,Team Rocket's Crobat ex #242,$16.47
Prices for Pokemon Destined Rivals Pokemon Cards,Cynthia's Garchomp ex #104,$1.29
Prices for Pokemon Destined Rivals Pokemon Cards,Electrike #196,$3.46
